Timestamp;roll;phi4_rad;phi4_rad
5896000;-4.372515E-002;6.941233E-001;-1.955491E-002
5908000;-4.361390E-002;6.941233E-001;-1.955491E-002
5921000;-4.358889E-002;6.941233E-001;-1.955491E-002
5935000;-4.358734E-002;6.941233E-001;-1.955491E-002
5948000;-4.348641E-002;6.941233E-001;-1.955491E-002
5960000;-4.334000E-002;6.941233E-001;-1.955491E-002
5973000;-4.322312E-002;6.941233E-001;-1.955491E-002
5985000;-4.313785E-002;6.940274E-001;-1.955491E-002
5997000;-4.310308E-002;6.939311E-001;-1.955491E-002
6009000;-4.310597E-002;6.938353E-001;-1.955491E-002
6022000;-4.316006E-002;6.936436E-001;-1.955491E-002
6034000;-4.322493E-002;6.935477E-001;-1.955491E-002
6047000;-4.327624E-002;6.933560E-001;-1.955491E-002
6061000;-4.339708E-002;6.929727E-001;-1.955491E-002
6075000;-4.365575E-002;6.923013E-001;-1.955491E-002
6088000;-4.404559E-002;6.915345E-001;-1.955491E-002
6101000;-4.472223E-002;6.909595E-001;-1.955491E-002
6115000;-4.532344E-002;6.906714E-001;-1.955491E-002
6127000;-4.560274E-002;6.904798E-001;-1.955491E-002
6139000;-4.557792E-002;6.904798E-001;-1.955491E-002
6152000;-4.544204E-002;6.904798E-001;-1.955491E-002
6164000;-4.529911E-002;6.904798E-001;-1.955491E-002
6177000;-4.519782E-002;6.902881E-001;-1.955491E-002
6189000;-4.520751E-002;6.899047E-001;-1.955491E-002
6202000;-4.528799E-002;6.896172E-001;-1.945901E-002
6214000;-4.481332E-002;6.897130E-001;-1.945901E-002
6226000;-4.456238E-002;6.897130E-001;-1.945901E-002
6238000;-4.474321E-002;6.896172E-001;-1.945901E-002
6251000;-4.492761E-002;6.897130E-001;-1.936316E-002
6263000;-4.488565E-002;6.899047E-001;-1.936316E-002
6275000;-4.532554E-002;6.898088E-001;-1.936316E-002
6288000;-4.566551E-002;6.898088E-001;-1.936316E-002
6301000;-4.620827E-002;6.899047E-001;-1.936316E-002
